business_name,tier,geography,invoice_count_90d,invoice_value_90d,estimate_count_90d,estimate_value_90d,order_count_90d,order_value_90d,receivable_amount,overdue_amount,buyer_app_enabled,has_active_price_list,has_active_cohort,health_reason,last_invoice_at,last_buyer_app_activity_at
MR.MD.MUSTAFA 7737,,,1,1415.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-05-06 18:30:00+00,
BAVESH 9676643256,,,2,1410.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-05-29 18:30:00+00,
KARTHIKEYA CCTC,,,2,1408.00,1,34320.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-06-02 18:30:00+00,
TIPPER AND HYDRAULIC SOLUTIONS,,,1,1400.00,1,28840.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-05-25 18:30:00+00,
SUMANTH 8687,,,1,1400.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-05-06 18:30:00+00,
SUNSHINE TECH SOLUTIONS,,,1,1400.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-05-31 18:30:00+00,
GSL-A TECHNOLOGY SOLUTIONS 9533932345,,,1,1400.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-07-12 18:30:00+00,
MUZAMMIL CCTV,,,2,1400.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-04-27 18:30:00+00,
vivek 3712,,,1,1395.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-04-26 18:30:00+00,
PRAVEEN KUMAR 9392510318,,,2,1390.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-07-16 18:30:00+00,
venkat[4015],,,1,1390.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-05-24 18:30:00+00,
VISION SECURITY SOLUTIONS  7075801346,,,1,1380.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-06-13 18:30:00+00,
SRINIVAS 2336,,,1,1380.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-07-08 18:30:00+00,
TEJA ELECTRICAL AND CCTV 7989842500,,,1,1380.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-07-01 18:30:00+00,
MAHESHWARI SECURITY SYSTEM,,"{'city': None, 'state': 'Telangana', 'address': 'BODUPPAL', 'country': 'India', 'pincode': None}",1,1380.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-07-13 18:30:00+00,
SUDAKAR 8099430960,,,1,1380.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-05-28 18:30:00+00,
MOHAMMED MINHAJUDDIN ANSARI,,,1,1380.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-07-05 18:30:00+00,
VINAYAKA TECHNOLOGYS 9490402532,,,1,1380.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-07-17 18:30:00+00,
EXCEL TECHNOLOGIES   9325589649 .,,,1,1380.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-04-28 18:30:00+00,
Shiva chandra 8374929327,,,4,1370.00,1,710.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-07-17 18:30:00+00,
Anil Gurudatha Cctv Nizamabad 9666286452,,,1,1370.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-07-17 18:30:00+00,
KK CCTV 9063006607,,,1,1370.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-06-21 18:30:00+00,
ZAM ZAM CCTV 9502913837,,,1,1350.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-04-26 18:30:00+00,
SRAVAN KUMAR 7306308030,,,3,1348.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-07-10 18:30:00+00,
AK SOLUTIONS,,,1,1344.00,1,21938.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-07-15 18:30:00+00,
HI TECH CCTV SECURITY SOLUTIONS,,,2,1330.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-06-21 18:30:00+00,
MR.THEERAJ 1056,,,2,1330.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-05-19 18:30:00+00,
BHARGAV 9425,,,1,1330.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-05-29 18:30:00+00,
SECURITY SYSTEM,,,2,1320.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-05-26 18:30:00+00,
RCUBE SECURITY SOLUTIONS,,,1,1315.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-07-22 18:30:00+00,
HARSH 3104,,,1,1315.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-06-05 18:30:00+00,
PRIME VISION SECURITY SOLUTIONS,,,2,1310.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-06-19 18:30:00+00,
MAHESH YADAV CCTV 9581164360,,,1,1306.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-06-11 18:30:00+00,
SK CCTV SERVICE,,,1,1300.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-05-17 18:30:00+00,
PHANI 6729,,,1,1300.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-05-12 18:30:00+00,
RAJ 9000066001,,,2,1300.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-07-12 18:30:00+00,
GV RAMANA  7230,,,1,1300.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-04-26 18:30:00+00,
CHARI  ENTERPRISES,,,1,1290.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-07-16 18:30:00+00,
MAHESH [9543],,,1,1290.00,1,23730.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-06-07 18:30:00+00,
SRI SHIVA LAXMI COMMUNICATIONS,,,1,1290.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-06-23 18:30:00+00,
CAPTAL SECURITY SOLUTIONS,,,1,1290.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-07-06 18:30:00+00,
PRAVEEN 9908422322,,,1,1290.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-05-26 18:30:00+00,
VINTEL COMMUNICATIONS,,,1,1290.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-05-02 18:30:00+00,
SLN HIDDENEYE TECH 9346185106,,,1,1290.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-07-08 18:30:00+00,
LN ELECTRANIC SECURITY SYSTEMS,,"{'city': None, 'state': None, 'address': 'ECIL', 'country': None, 'pincode': None}",1,1290.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-07-13 18:30:00+00,
SAI UPPAL,,,1,1286.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-05-12 18:30:00+00,
JIVANI CCTV 7893571271,,,1,1280.00,1,53640.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-06-20 18:30:00+00,
JOVIN TECHNOLOGIES,,,1,1280.00,1,32590.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-05-06 18:30:00+00,
ARK TECHONOLOGIE 9908846407,,,1,1270.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-07-03 18:30:00+00,
SECURE VISION SOLUTIONSS,,,2,1255.00,1,1225.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-06-08 18:30:00+00,
SMTI FAB PVT LTD 8885032444,,,1,1250.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-07-06 18:30:00+00,
RAGHU NADHU 7895,,,1,1250.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-06-26 18:30:00+00,
NAVEEN 8179529639,,,1,1250.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-05-30 18:30:00+00,
md nisar 6541,,,1,1250.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-04-28 18:30:00+00,
MOHAN 5540,,,1,1250.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-07-09 18:30:00+00,
NETRA CCTV,,,1,1250.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-06-15 18:30:00+00,
RAMESH,,"{'city': None, 'state': 'Telangana', 'address': 'BODUPPAL', 'country': 'India', 'pincode': None}",1,1250.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-07-13 18:30:00+00,
chiranjeevi hanuman,,,1,1250.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-07-12 18:30:00+00,
MD HIDAYTH 8797001608,,"{'city': None, 'state': 'Telangana', 'address': 'BOWINPALLY', 'country': 'India', 'pincode': None}",1,1240.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-07-18 18:30:00+00,
SREE SECURITY SYSTEMS,,,1,1240.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-05-17 18:30:00+00,
SRI LAXMI GANAPATHI CCTV,,,1,1240.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-07-12 18:30:00+00,
SMART VISION SECURITY SOLUTIONS ARAMGHAR,,,3,1237.00,2,49730.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-07-18 18:30:00+00,
LAXMAN TECH,,"{'city': None, 'state': 'Telangana', 'address': 'BANLAGUDA JAGIR', 'country': 'India', 'pincode': None}",4,1234.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-07-17 18:30:00+00,
DURIYODHAN RAO 5137,,,1,1225.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-06-07 18:30:00+00,
SAI,,"{'city': None, 'state': None, 'address': None, 'country': None, 'pincode': None}",2,1220.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-07-13 18:30:00+00,
MNR RESIDENCY,,,2,1220.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-05-30 18:30:00+00,
BALAJI,,,1,1200.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-06-11 18:30:00+00,
ZIACO SERVICES 8008727238,,,1,1200.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-06-30 18:30:00+00,
ROCKTECH SYSTEMS AND PROJECTS 4699,,,1,1190.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-06-25 18:30:00+00,
MANIDEEP,,,1,1190.00,1,15060.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-06-21 18:30:00+00,
SMART SOLUTIONS 9652227236,,,2,1190.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-07-20 18:30:00+00,
TEST CUST,,,1,1180.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-05-27 18:30:00+00,
VELTECH SOLUTIONS,,,2,1170.00,1,337760.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-07-22 18:30:00+00,
ACE TECH PRODUCTS,,,2,1170.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-06-18 18:30:00+00,
RAM KUMAR 9949984913,,,1,1160.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-06-11 18:30:00+00,
CREATIVE  TECHNOLOGIES  9177357845,,,1,1160.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-06-12 18:30:00+00,
SRIKALA INFO TECHNO SOLUTIONS,,,3,1160.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-07-03 18:30:00+00,
JAKIR 3374,,,1,1160.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-05-18 18:30:00+00,
SNEHA TOOLS AND ENGINEERING WORKS 9908995750,,,1,1160.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-04-29 18:30:00+00,
T.ANIL CCTV,,,1,1148.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-05-25 18:30:00+00,
PAVAN TECHNITION,,,1,1140.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-05-05 18:30:00+00,
RAJA SEKHAR 8008131355,,,2,1140.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-05-19 18:30:00+00,
KVSS ENTERPRISES 7386116763,,,1,1140.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-05-04 18:30:00+00,
SLNS TECHNOLOGY 7396045484,,,1,1134.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-06-25 18:30:00+00,
Arati Surveillance Solution,,,1,1130.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-07-02 18:30:00+00,
SVS PROJECTS 9550291212,,,2,1125.00,1,375.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-06-15 18:30:00+00,
DEEVANA CCTV,,,3,1110.00,1,26680.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-07-12 18:30:00+00,
VV TECHNOLOGIES 9392634264,,,1,1110.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-06-02 18:30:00+00,
PRAMOD 9989753614,,,1,1100.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-05-03 18:30:00+00,
S.K HAJI PASHA CCTV TEC,,,1,1100.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-05-02 18:30:00+00,
S V TECHNOLOGIES,,,1,1090.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-06-08 18:30:00+00,
VASAVI SAELS CORPORATION SVASTIK  6366,,,1,1090.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-06-11 18:30:00+00,
SUBBU CCTV,,,2,1086.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-06-17 18:30:00+00,
IP TECH CCTV,,,1,1085.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-06-18 18:30:00+00,
SYEDS CCTV CAMERA 6304776518,,,1,1080.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-06-24 18:30:00+00,
HK TECHNOLOGIES 8341381436,,"{'city': None, 'state': 'Telangana', 'address': 'BOWINPALLY', 'country': 'India', 'pincode': None}",1,1070.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-07-15 18:30:00+00,
SYNCRO TECHNOLOGIES 9666126219,,,1,1070.00,2,139040.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-06-14 18:30:00+00,
MOHAMMED SALMAN,,,3,1060.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-07-17 18:30:00+00,
SMART GUARD SECURITY SERVICES,,,3,1060.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-07-21 18:30:00+00,
suresh 6303229093,,,2,1050.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-05-14 18:30:00+00,
SRAVAN KUMAR 0501,,,1,1050.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-05-29 18:30:00+00,
VARA LAXMI 4970,,,1,1050.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-05-12 18:30:00+00,
S N REDDY,,,1,1050.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-06-28 18:30:00+00,
Ms. Swapna 9133363131,,,1,1050.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-05-20 18:30:00+00,
JAGADISH,,,1,1040.00,4,426598.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-06-30 18:30:00+00,
VICKY TECH 7619529659,,,2,1040.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-06-25 18:30:00+00,
USHA FIRE AND SAFETY SOLUTIONS 9666483039,,,1,1035.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-05-15 18:30:00+00,
MR.AMIR 2857,,,1,1030.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-06-19 18:30:00+00,
VIJAY 0702,,,2,1030.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-06-03 18:30:00+00,
K. VARA LAXMI [4970],,,1,1020.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-05-07 18:30:00+00,
MR.SURESH,,,2,1020.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-04-28 18:30:00+00,
MR.MAJEED 7715,,,1,1020.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-05-22 18:30:00+00,
VENKAT RAMANA 5554,,,1,1020.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-06-08 18:30:00+00,
HARI 6815,,,1,1010.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-05-29 18:30:00+00,
AJITH RAO 8948,,"{'city': None, 'state': None, 'address': None, 'country': None, 'pincode': None}",1,1010.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-07-14 18:30:00+00,
MANSOOR 3786,,,1,1010.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-05-28 18:30:00+00,
TECH care CCTV SOLUTIONS,,,4,1010.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-07-08 18:30:00+00,
MD ABDUL ADHI 2589,,,1,1000.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-06-26 18:30:00+00,
MAHESHWARI PVT LTD  8899258521,,,1,990.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-06-24 18:30:00+00,
APOLLO FIBER NETWORKS 8121272427,,,1,990.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-07-09 18:30:00+00,
HOORIYA,,,1,990.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-07-01 18:30:00+00,
kalyan[9700],,,1,980.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-06-04 18:30:00+00,
SKY VIEW SECURITY SOLUTIONS 9502984818,,,1,980.00,1,17804.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-06-23 18:30:00+00,
Core Services 7670816519,,,1,980.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-04-30 18:30:00+00,
GOPI KRISHNA 8666,,,1,980.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-07-21 18:30:00+00,
FAIZAL 9705465293,,,2,976.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-05-25 18:30:00+00,
ramesh,,,1,970.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-07-07 18:30:00+00,
MR.SHANAWAZ 0862,,,1,970.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-05-18 18:30:00+00,
MR.SUNIL 4387,,,2,960.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-04-27 18:30:00+00,
super fast secutrity solusens,,,1,960.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-05-08 18:30:00+00,
MR.MAHESH 0052,,,1,960.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-05-15 18:30:00+00,
PJSN ENTERPRISES,,,1,955.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-06-22 18:30:00+00,
BALA 4325,,,1,950.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-05-08 18:30:00+00,
PRETO FOAM PRODUCTS 9849922188,,,1,950.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-04-28 18:30:00+00,
VENKATESH 9182,,,1,950.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-06-26 18:30:00+00,
ASHOKE 9392266499,,,1,950.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-04-30 18:30:00+00,
SRINIVAS REDDY,,,1,950.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-07-07 18:30:00+00,
AB TECH AND IT SOLUTIONS 7396017231,,,1,950.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-07-22 18:30:00+00,
Mr. Prakhyat jaiswal 7780667381,,,1,950.00,3,74740.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-07-08 18:30:00+00,
INDRASENA REDDY 7093899188,,,1,950.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-07-06 18:30:00+00,
SAMBAIAH 3052,,,1,950.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-06-19 18:30:00+00,
KRANTHI KIRAN RAMANADHAM,,,1,950.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-05-26 18:30:00+00,
KICKASS ADVENTURES PRIVATE LIMITED,,,1,950.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-06-19 18:30:00+00,
RAMU 9398936072,,,1,950.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-05-27 18:30:00+00,
MAHESH 7844,,,1,950.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-04-30 18:30:00+00,
MANUFEX SPIRAL EQUIPMENTS 4987,,,1,950.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-06-13 18:30:00+00,
SRINIVAS 8106193218,,,1,950.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-06-25 18:30:00+00,
MR.MAJID 1755,,,1,950.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-06-18 18:30:00+00,
DHEERAJ,,"{'city': None, 'state': None, 'address': None, 'country': None, 'pincode': None}",1,950.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-07-19 18:30:00+00,
NARESH CCTV 9985408768,,"{'city': None, 'state': None, 'address': None, 'country': None, 'pincode': None}",1,940.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-07-17 18:30:00+00,
SVR VISION ENTERPRISES 8497971919,,,1,940.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-06-25 18:30:00+00,
VISHVANATH COMUNICATIONS,,,1,932.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-06-18 18:30:00+00,
SYSCON INFO SOLUTIONS,,,1,930.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-07-10 18:30:00+00,
SYEDRAFI  CCTV,,,4,930.00,2,25574.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-07-19 18:30:00+00,
SS SECURITY SYSTEMS CCTV CAMERA 9000304730,,,1,920.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-06-29 18:30:00+00,
aditya electricals 7981389216,,,1,902.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-06-15 18:30:00+00,
BHEL  2683,,,1,900.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-05-22 18:30:00+00,
SRI SAMPOORNA HOTELS,,,1,900.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-05-11 18:30:00+00,
Ram kumar 9502642127,,,1,900.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-06-03 18:30:00+00,
SHASHIDHAR REDDY 4374,,,1,900.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-05-26 18:30:00+00,
SRISHAILAM 4693,,,1,900.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-06-18 18:30:00+00,
MS SECURITY SOLUTIONS 9346707892,,,4,898.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-06-23 18:30:00+00,
SS EXPERTS SOLUTIONS,,,1,884.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-07-12 18:30:00+00,
RATHNA TECHNOLOGIES 9247597855,,,3,880.00,4,130494.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-07-01 18:30:00+00,
MUMMADI SUDHAKARA CHARY,,,1,880.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-05-03 18:30:00+00,
MR.OMER 1315,,,2,880.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-07-17 18:30:00+00,
SHIVA NAGOL,,,2,880.00,2,58390.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-05-15 18:30:00+00,
BLOOM HOTEL 9860,,,1,870.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-05-24 18:30:00+00,
TAHAFFUZTECH TOLICHOWKI,,,2,870.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-07-17 18:30:00+00,
REESHIKA TRADERS,,,1,860.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-05-29 18:30:00+00,
SPR ENTERPRISES   6305129520,,,2,860.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-05-15 18:30:00+00,
KCP CCTV EPABX NETWORKING SERVICES  9603112404,,,2,850.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-07-08 18:30:00+00,
MM TECHNO SOLUTIONS,,,2,850.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-06-23 18:30:00+00,
LATHIKSHA CCTV 9866653432,,,2,850.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-07-22 18:30:00+00,
manjula,,,1,850.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-05-14 18:30:00+00,
NAGA RAJU 9843,,"{'city': None, 'state': None, 'address': None, 'country': None, 'pincode': None}",1,845.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-07-14 18:30:00+00,
AKHIL 0262,,,1,840.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-04-26 18:30:00+00,
SHARUK TEC,,"{'city': None, 'state': 'Telangana', 'address': 'CHANDRAYANGUTTA', 'country': 'India', 'pincode': None}",2,840.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-07-22 18:30:00+00,
GOPI 9640403046,,"{'city': None, 'state': 'Telangana', 'address': 'SUCHITRA', 'country': 'India', 'pincode': None}",1,840.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-07-17 18:30:00+00,
satya narayana[ 2155],,,1,840.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-07-08 18:30:00+00,
NV SECURITY SYSTEMS,,,1,840.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-05-24 18:30:00+00,
ANANYA CCTV 7658909909,,,1,840.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-07-20 18:30:00+00,
STAR TECHNOLOGY 8008935772,,,3,835.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-05-25 18:30:00+00,
VIJAY CCTV 7729847587,,,2,830.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-06-03 18:30:00+00,
A.R SOLUTIONS 9494433689,,,1,830.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-05-16 18:30:00+00,
SHREE GANESH AGENCIES,,,2,824.00,0,0.00,0,0.00,0.00,0.00,False,False,False,no_app_access,2026-05-21 18:30:00+00,
